id,node_id,name,full_name,private,html_url,description,fork,url,created_at,updated_at,pushed_at,homepage,size,stargazers_count,watchers_count,language,has_issues,has_projects,has_downloads,has_wiki,has_pages,has_discussions,forks_count,mirror_url,archived,disabled,open_issues_count,allow_forking,is_template,web_commit_signoff_required,topics,visibility,forks,open_issues,watchers,default_branch,owner.login,owner.id,owner.node_id,owner.type,owner.user_view_type,owner.site_admin,license.key,license.name,license.spdx_id,license.url,license.node_id,permissions.admin,permissions.maintain,permissions.push,permissions.triage,permissions.pull,license
747851872,R_kgDOLJNQYA,harissa,PhenoMeters/harissa,False,https://github.com/PhenoMeters/harissa,Tools for mechanistic gene network inference from single-cell data,True,https://api.github.com/repos/PhenoMeters/harissa,2024-01-24T19:10:07Z,2024-01-24T19:10:07Z,2023-12-18T18:20:23Z,,1497,0,0,,False,True,True,False,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",BSD-3-Clause,https://api.github.com/licenses/bsd-3-clause,MDc6TGljZW5zZTU=,False,False,False,False,True,
747856031,R_kgDOLJNgnw,BINGO,PhenoMeters/BINGO,False,https://github.com/PhenoMeters/BINGO,,True,https://api.github.com/repos/PhenoMeters/BINGO,2024-01-24T19:20:52Z,2024-01-24T19:20:52Z,2022-01-27T13:29:53Z,,110,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,mit,MIT License,MIT,https://api.github.com/licenses/mit,MDc6TGljZW5zZTEz,False,False,False,False,True,
779487769,R_kgDOLnYKGQ,kinact,PhenoMeters/kinact,False,https://github.com/PhenoMeters/kinact,Toolbox for Kinase Activity Scoring based on phosphoproteomic data,True,https://api.github.com/repos/PhenoMeters/kinact,2024-03-30T00:32:06Z,2024-03-30T00:32:06Z,2020-11-17T15:37:49Z,,32799,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,gpl-3.0,GNU General Public License v3.0,GPL-3.0,https://api.github.com/licenses/gpl-3.0,MDc6TGljZW5zZTk=,False,False,False,False,True,
779489350,R_kgDOLnYQRg,phosx,PhenoMeters/phosx,False,https://github.com/PhenoMeters/phosx,Kinase activity inference from phosphosproteomics data,True,https://api.github.com/repos/PhenoMeters/phosx,2024-03-30T00:40:39Z,2024-03-30T00:40:39Z,2024-03-22T17:10:04Z,https://pypi.org/project/phosx/,23173,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,main,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,MDc6TGljZW5zZTI=,False,False,False,False,True,
779489519,R_kgDOLnYQ7w,GSEApy,PhenoMeters/GSEApy,False,https://github.com/PhenoMeters/GSEApy,Gene Set Enrichment Analysis in Python,True,https://api.github.com/repos/PhenoMeters/GSEApy,2024-03-30T00:41:31Z,2024-08-05T22:49:23Z,2024-08-05T22:49:18Z,http://gseapy.rtfd.io/,103832,0,0,Python,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,bsd-3-clause,"BSD 3-Clause ""New"" or ""Revised"" License",BSD-3-Clause,https://api.github.com/licenses/bsd-3-clause,MDc6TGljZW5zZTU=,False,False,False,False,True,
779489923,R_kgDOLnYSgw,ptm_hotspots,PhenoMeters/ptm_hotspots,False,https://github.com/PhenoMeters/ptm_hotspots,Estimate PTM hotspots in protein sequence alignments,True,https://api.github.com/repos/PhenoMeters/ptm_hotspots,2024-03-30T00:43:53Z,2024-03-30T00:43:53Z,2019-02-06T17:30:36Z,,3169,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,apache-2.0,Apache License 2.0,Apache-2.0,https://api.github.com/licenses/apache-2.0,MDc6TGljZW5zZTI=,False,False,False,False,True,
779490102,R_kgDOLnYTNg,int3dInterfaces,PhenoMeters/int3dInterfaces,False,https://github.com/PhenoMeters/int3dInterfaces,Pipeline to extract protein interfaces from Interactome3d structures,True,https://api.github.com/repos/PhenoMeters/int3dInterfaces,2024-03-30T00:44:57Z,2024-03-30T00:44:57Z,2018-10-16T09:36:44Z,,25,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,,,,,,False,False,False,False,True,
779490393,R_kgDOLnYUWQ,ptmAge,PhenoMeters/ptmAge,False,https://github.com/PhenoMeters/ptmAge,Calculates the age of a PTM using ancestral reconstruction (from Romain Studer),True,https://api.github.com/repos/PhenoMeters/ptmAge,2024-03-30T00:46:31Z,2024-03-30T00:46:31Z,2018-11-26T16:00:31Z,,12205,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,,,,,,False,False,False,False,True,
779490433,R_kgDOLnYUgQ,ptmdb,PhenoMeters/ptmdb,False,https://github.com/PhenoMeters/ptmdb,This projects contains all the necessary code to create and fill the ptmdb database. This repository can act as a submodule of other projects intended to use the ptmdb,True,https://api.github.com/repos/PhenoMeters/ptmdb,2024-03-30T00:46:45Z,2024-03-30T00:46:45Z,2018-05-09T16:41:15Z,,1718,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,mit,MIT License,MIT,https://api.github.com/licenses/mit,MDc6TGljZW5zZTEz,False,False,False,False,True,
779540580,R_kgDOLnbYZA,PPIprophet,PhenoMeters/PPIprophet,False,https://github.com/PhenoMeters/PPIprophet,PPI prophet is a software tool for analysis of AP fractionated samples,True,https://api.github.com/repos/PhenoMeters/PPIprophet,2024-03-30T05:04:49Z,2024-03-30T05:04:49Z,2023-10-24T18:10:21Z,,21471,0,0,,False,True,True,True,False,False,0,,False,False,0,True,False,False,[],public,0,0,0,master,PhenoMeters,150954245,O_kgDOCP9hBQ,Organization,public,False,mit,MIT License,MIT,https://api.github.com/licenses/mit,MDc6TGljZW5zZTEz,False,False,False,False,True,
